id,title,poster,director,cast,genre,nation,running_time,release_date,ratings,synopsis,keyword,status,avg_grade,viewer,cnt_click
219573,오펜하이머,https://movie-phinf.pstatic.net/20221005_99/166494727770138IHo_JPEG/movie_image.jpg,크리스토퍼 놀란,킬리언 머피|에밀리 블런트|맷 데이먼,드라마,미국,100.46654501216545,2023-0731,정보없음,제2차 세계대전 당시 핵무기 개발을 위해 진행되었던 비밀 프로젝트 ‘맨해튼 프로젝트’를 주도한 미국의 물리학자 ‘로버트 오펜하이머’의 이야기,세계대전|당시|핵무기|개발|진행,2,0.0,0,0
219603,던전 앤 드래곤: 도적들의 명예,https://movie-phinf.pstatic.net/20221227_132/1672128034527eQe8Y_JPEG/movie_image.jpg,조나단 골드스틴,크리스 파인|미셸 로드리게즈|레게장 페이지,액션|모험|판타지,미국,100.46654501216545,20231231,정보없음,오래전 사라진 유물을 차지하기 위해 한 팀이 된 도적들이 전혀 예상치 못한 모험을 펼치게 되는 이야기를 그린 영화,유물|차지|도적|전혀|상치,2,0.0,0,0
219785,애프터: 에버 해피,https://movie-phinf.pstatic.net/20220913_55/1663059995096dbqtz_JPEG/movie_image.jpg,캐스틸 랜던,조세핀 랭포드|히어로 파인즈 티핀,멜로/로맨스,미국,95.0,20220921,15세 관람가,"""너와 나의 첫사랑은 해피엔딩일까?""
소설가로 데뷔한 하딘 & 뉴욕으로 떠난 테사
소설 같은 사랑을 꿈꿨던 두 사람의 새로운 챕터런던에서 삶을 송두리째 뒤흔들 엄청난 과거를 알게 된 하딘은
 자신의 불행 속에 테사를 끌어들이기 싫어서 애써 밀어낸다.
 
 계속 제자리만 맴도는 관계에 지친 테사는 새로운 삶을 꿈꾸며 뉴욕으로 향하고,
 떨어진 동안 그의 소중함을 깨달은 하딘은 뉴욕에서 테사와 재회하여 서로의 숨결과 살결을 탐한다.
 
 다시 미래를 꿈꾸던 테사는 하딘이 집필한 소설 ‘애프터’에 자신의 첫 키스부터 첫 경험뿐만 아니라
 감추고 싶던 아픈 기억까지 모두 담겨 있다는 것을 알고 충격을 받는데…",하딘|뉴욕|자신|소설가|데뷔,0,6.9,48,0
219786,기적을 믿는 소녀,https://movie-phinf.pstatic.net/20221230_29/1672377892155Khcpp_JPEG/movie_image.jpg,리치 코렐,오스틴 존슨|미라 소르비노|케빈 소보,드라마|가족,미국,100.0,2023-0231,전체 관람가,"소녀가 퍼트린 믿음의 기적이 모두를 치유해 줄 수 있을까?하나님의 기적을 믿는 어린 소녀 ‘사라’는 호수로 낚시하러 가서 죽은 새를 발견하고 기도하는데 집으로 돌아가려 할 때 죽은 새가 살아난다.
 사라는 하나님이 자신의 기도에 응답해서 새를 살린 거라고 말하지만 오빠와 그의 여자친구 ‘신디’는 그 광경을 같이 보고도 믿으려 하지 않는다.
 상심한 사라는 외할아버지 ‘샘’과 단짝 친구 ‘마크’ 에게 호수에서 있었던 일을 이야기하는데, 그날 밤 사라는 심하게 앓는다.
 며칠 후 오빠 축구팀의 라이벌 ‘앨비’ 일행들과 시비가 붙는 바람에 앨비의 개가 차에 치여 죽는 사고가 발생하지만 사라의 기도로 개가 다시 살아나고,
 연이어 하반신 마비의 마크도 걷게 되자 어린 소녀가 하나님의 기적을 행한다는 소문이 퍼지면서 많은 사람들이 몰려들어 사라와 가족들은 혼란을 겪는데...
 
 당신 곁으로 기적이 찾아옵니다!",기적|사라|소녀|하나님|기도,2,0.0,0,0
219816,고고다이노 극장판: 얼음공룡의 비밀,https://movie-phinf.pstatic.net/20220919_78/1663552810647fDlVl_JPEG/movie_image.jpg,이선명,이민규|이영아|최향윤,애니메이션,대한민국,74.0,20221005,전체 관람가,"렉스, 토모, 비키, 핑이 지키고 있는 평화로운 우르르 행성에 악당 제니와 미스터 블랙이 나타났다! 공룡 마니아 제니는 우르르 행성의 공룡들을 납치하기 시작하고, 전투 중인 ‘핑’도 결국 잡혀간다. 막강해진 제니와 미스터 블랙을 막기 위해 고고다이노 대원들은 전설의 공룡을 찾아가게 되고, 최강 합체 로봇인 ‘고고킹 다이노’로 변신할 수 있는 다이노 스톤을 얻게 된다! 하지만, 위기감을 느낀 미스터 블랙과 제니는 잠들어 있던 어둠의 얼음공룡을 깨우고 마는데…!  위기에 빠진 우르르 행성! 고고다이노 대원들은 ‘핑’과 공룡들을 구하고, 우르르 행성을 지킬 수 있을까?",공룡|우르르|행성|제니|미스터,0,7.7,44,0
219834,극장판 헬로카봇: 수상한 마술단의 비밀,https://movie-phinf.pstatic.net/20220915_116/1663207783439khUvk_JPEG/movie_image.jpg,최신규,정보없음,애니메이션,대한민국,79.0,20220928,전체 관람가,"할아버지 댁으로 휴가를 떠난 차탄과 가족들!
 그곳에서 만난 매력만점의 새로운 친구 ‘삼순’과 함께 즐거운 시간을 보낸다.
 
 그때, 할아버지가 키운 명품 수박들이 사라지는 사건이 일어나고
 범인은 바로 마을에 자리 잡은 수상한 마술단?
 그들이 노리는 것은 바로 수박 에너지!
 
 지구 정복을 노리는 수상한 마술단에 맞서
 차탄과 카봇 그리고 새로운 친구 ‘삼순’은
 초특급 한판 승부를 벌이게 되는데…!
 
 전설의 펜타스톰X와 함께
 더 강력하게! 더 화려하게 돌아왔다!",할아버지|친구|수박|바로|수상한,0,8.3,43,0
219836,오펀: 천사의 탄생,https://movie-phinf.pstatic.net/20221004_281/1664859354607lkMYs_JPEG/movie_image.jpg,윌리엄 브렌트 벨,이사벨 퍼만|줄리아 스타일스,공포|스릴러,미국,98.0,20221012,15세 관람가,"천사의 얼굴을 한 최강 사이코패스 컴백!
이 아이를 ‘또’ 조심하세요!엄청난 비밀을 숨긴 사이코패스가 에스토니아의 정신병동을 탈출, 부유한 가족의 실종된 딸 ‘에스더’로 사칭해 미국에 온다. 재회의 기쁨도 잠시, 어딘지 낯선 딸의 정체를 눈치챈 엄마는 가족을 지키기 위해 에스더와 맞서는데... 누구도 상상 못한 충격적인 반전이 기다린다!",사이코패스|가족|천사|얼굴|최강,0,7.7,47,0
219887,디어헌터(감독판),https://ssl.pstatic.net/static/movie/2012/06/dft_img77x110_1.png,마이클 치미노,로버트 드 니로|크리스토퍼 월켄|메릴 스트립,전쟁|드라마,미국,183.0,20220623,15세 관람가,정보없음,정보없음,0,0.0,0,0
220044,극장판 검정고무신 : 즐거운 나의 집,https://movie-phinf.pstatic.net/20220906_136/1662449769362fWpdE_JPEG/movie_image.jpg,송정율,박지윤|오인실,애니메이션,대한민국,79.0,20221006,전체 관람가,"“기철이 인생 최대 위기?!”짝사랑하는 여학생 숙이에게 잘 보이려다가
 수업료를 모두 써버린 기철이는 생애 첫 아르바이트(?)를 시작한다.
 뜻하지 않게 서울을 떠나게 된 기철이는 온갖 우여곡절에 휘말리게 되는데…
 과연 기철이는 무사히 집으로 돌아올 수 있을까?",기철|짝사랑|여학생|수업료|모두,0,9.2,49,0
220063,미혹,https://movie-phinf.pstatic.net/20220926_142/1664170740586x6zHy_JPEG/movie_image.jpg,김진영,박효주|김민재|경다은,미스터리|공포,대한민국,114.0,20221019,15세 관람가,"셋째 아이의 비극적인 죽음 후, '현우(박효주)'와 '석호(김민재)' 부부는 새로운 아이의 입양을 결심한다.  하지만 입양 온 '이삭'에게 죽은 아이가 보이고, 이웃 '영준(차선우)'은 이들 가족의 비밀을 다 알고 있다는 듯이 행동하며 기이한 일들이 끊임없이 이어지는데…  과연 눈앞에 보이는 것만이 진실일까?",아이|입양|비극|죽음|부부,0,5.8,43,0
220069,더 요트,https://movie-phinf.pstatic.net/20221020_46/1666231194052FXKMH_JPEG/movie_image.jpg,데클란 화이트블룸,프랭크 그릴로|루비 로즈|패트릭 슈왈제네거,스릴러|범죄|액션,미국,94.0,20221020,15세 관람가,"호화로운 요트에 감춰진 진실은 과연?!최근 가석방된 벨라 덴튼(루비 로즈)은 아버지의 동료라는 미서(프랭크 그릴로)에게서 오래전 연락이 끊긴 아버지의 죽음에 관한 소식과 자신에게 남겼다는 초호화 요트를 인수해 가라는 전화를 받고 미시시피로 향한다. 그곳에서 뜻밖의 행운을 자축하던 벨라는 세계 일주 중인 미첼(패트릭 슈왈제네거)을 만나 요트에서 함께 밤을 보낸다.  같은 시각, 괴한들이 침입해 정박 중이던 요트를 출항시키고, 망망대해에 홀로 남겨진 벨라는 요트에 감춰진 엄청난 진실을 마주하게 되는데…!",요트|벨라|진실|아버지|과연,0,7.6,36,0
220471,화이트 노이즈,https://movie-phinf.pstatic.net/20221122_175/16690985969348IvKq_JPEG/movie_image.jpg,노아 바움백,아담 드라이버|그레타 거윅|돈 치들,코미디|드라마,미국,135.0,20221207,15세 관람가,"불확실한 세상에서 사랑과 죽음, 행복의 가능성이라는 인류 보편의 수수께끼와 씨름하는 동시에
 일상적인 문제와 갈등을 해결하려 애쓰는 오늘날 미국 가정의 모습을 그린다.
 웃기지만 섬뜩하고, 시적인 듯 허황되며, 평범한 일상과 종말론적인 분위기를 동시에 풍기는 작품.",동시|일상|세상|사랑|죽음,0,5.4,47,0
220582,엑소시스트: 디렉터스 컷,https://movie-phinf.pstatic.net/20220908_140/166262299316333KcE_JPEG/movie_image.jpg,윌리엄 프리드킨,엘렌 버스틴|막스 폰 시도우,공포,미국,131.0,20221116,정보없음,악령을 쫓으려는 신부의 처절한 사투를 다룬 <엑소시스트> 본편에 미공개 장면을 추가한 감독판,악령|신부|사투|공개|장면,0,8.2,30,0
220584,귀못,https://movie-phinf.pstatic.net/20220928_169/1664328717473waLJx_JPEG/movie_image.jpg,탁세웅,박하나|허진|정영주,공포,대한민국,111.0,20221019,15세 관람가,"극강 공포를 선사할, 수살귀의 저주가 시작된다!과거 대부호였던 왕할머니의 대저택에 숨겨진 보석을 훔치기 위해 간병인으로 입주하게 된 보영.
 보영을 고용한 왕할머니의 유일한 혈육인 김사모는,
 ‘아무도 데려오지 말 것, 특히 아이’, ‘저수지 근처에 가지 말 것’이라는 조건을 건다.
 하지만 보영은, 금기를 깨고 자신의 딸 ‘다정’을 몰래 데리고 가는데...
 사람 죽어 나가는 ‘귀못’이라고 불리는 저수지 옆에 위치한
 왕할머니의 거대한 저택에선 불길하고 괴이한 징조가 계속되고,
 그러던 중 보영은, 이곳을 찾은 외지인들이 의문의 변사를 당한 것을 알게 된다.",보영|할머니|저택|공포|선사,0,4.5,46,0
220613,폴: 600미터,https://movie-phinf.pstatic.net/20221021_284/1666319408377w4nVI_JPEG/movie_image.jpg,스콧 만,그레이스 펄튼|버지니아 가드너,스릴러|액션,미국,107.0,20221116,12세 관람가,"지상에서 가장 높은 600m 타워
 내려갈 단 하나의 길이 끊겼다!
 
 핸드폰 먹통
 식량 전무
 잠들면 추락
 
 한계 초과! 압도적 스릴!
 지금껏 없었던 고소공포에 전율한다!",지상|가장|600|타워|하나,0,8.6,47,0
220792,엄마의 땅: 그리샤와 숲의 주인,https://movie-phinf.pstatic.net/20221229_243/1672305832423TxG6x_JPEG/movie_image.jpg,박재범,이윤지|김서영,애니메이션,대한민국,69.0,20230125,전체 관람가,"“북극성을 따라서 붉은 곰을 찾아가렴”눈과 얼음의 땅에서 순록과 함께 살아가는 소녀 ‘그리샤’는
 원인 모를 병에 걸린 엄마를 살리기 위해
 전설로 전해오는 숲의 주인을 찾아 떠난다.
 
 북극성을 따라서 땅의 끝에 다다른 ‘그리샤’ 앞에 나타난 붉은 곰은
 그녀가 선택받은 존재임을 알려주는데!
 
 설원의 소녀, 새로운 운명을 맞이하다!",소녀|얼음|순록|원인|엄마,1,9.8,0,0
220853,더 메뉴,https://movie-phinf.pstatic.net/20221109_87/1667971381489ChHIL_JPEG/movie_image.jpg,마크 미로드,랄프 파인즈|안야 테일러 조이|니콜라스 홀트,스릴러,미국,107.0,20221207,15세 관람가,"외딴 섬에 위치한 고급 레스토랑
 디너 180만원, 단 12명에만 주어지는 특별한 초대에 참석하게 된 커플, ‘타일러’와 ‘마고’.
 
 셰프 ‘슬로윅’의 예술의 경지에 이른 요리에 '타일러'는 환호하지만,
 '마고'는 무언가 심상치 않음을 느낀다.
 
 코스 요리가 하나씩 나올 때마다
 셰프가 설계한 완벽한 계획 아래 기이한 일들이 펼쳐지는데…
 그들이 이곳에 초대받은 이유는 무엇일까?
 숨겨졌던 위험한 비밀이 밝혀진다",초대|셰프|요리|외딴|위치,1,7.5,43,0
220854,"그 남자, 좋은 간호사",https://movie-phinf.pstatic.net/20221014_254/1665729972587I1oUV_JPEG/movie_image.jpg,토비아스 린드홈,에디 레드메인|제시카 차스테인,스릴러,미국,122.0,20221019,15세 관람가,"따뜻한 마음을 지닌 싱글맘 에이미는 생명을 위협할 수 있는 심장병을 앓고 있지만,
 집중치료실 간호사로 일하며 고된 업무와 야간 근무를 감당하고 있다.
 육체적, 정신적 한계에 다다른 그녀 앞에 든든한 지원군이 나타나는데,
 함께 일하게 된 사려 깊고 공감력 높은 간호사 찰리.
 둘은 병동에서 길고 긴 밤들을 함께 헤쳐 나가며 단단하고 끈끈한 우정을 키워나가고,
 에이미는 오랫동안 잊고 있었던 자신을 향한 믿음과 어린 딸들의 장래에 대한 희망을 품게 된다.
 
 그러나 영문을 알 수 없는 환자들의 연이은 죽음으로 수사가 시작되고 찰리가 유력한 용의자로 지목되자,
 에이미는 자신의 목숨과 딸들의 안전을 걸고 진실을 파헤치기 시작한다.",에이미|간호사|찰리|자신|시작,0,9.3,49,0
221022,심야카페: 미씽 허니,https://movie-phinf.pstatic.net/20221108_14/1667870758936CIva5_JPEG/movie_image.jpg,정윤수,채서진|이이경|신주환,멜로/로맨스|판타지,대한민국,103.0,20221117,12세 관람가,"♥우리 결혼합니다! 부산 산복지구대의 냉미녀 경찰, 윤 파스타집 오너 셰프 다정한 연인, 태영 누구 봐도 행복한 커플 윤과 태영은 결혼을 앞두고 있다.  ＃결혼식 당일 연인이 사라졌다! 누구보다 행복해야 할 결혼식 당일 태영이 아무 연락도 없이 나타나지 않는 대참사를 겪게 된다.  ★시공초월 심야카페…? 갑자기 사라진 연인 태영의 행방이 묘연한 가운데 윤은 태영이 사라진 마지막 장소에서 수상한 지도를 발견한다. 지도를 따라간 윤은 평소에는 전혀 보지 못했던 카페를 발견하게 되는데… 마스터부터 손님까지 모두 수상하기만 한 ‘심야카페’에서 윤은 드디어 사라진 연인 태영을 만나게 된다. 하지만 태영은 자신을 알아보지 못하고 어딘지 어려보이기까지 하는데… “저기.. 혹시 지금이 몇 년도인가요?”  밤 12시부터 해 뜰 때까지… 시공간이 초월된 그 곳 새로운 시공초월 로맨틱 판타지 세계로 초대합니다! 어서오세요, 심야카페입니다!",연인|태영|카페|결혼|누구,0,6.2,44,0
221031,아바타 리마스터링,https://movie-phinf.pstatic.net/20220920_244/1663641181915y0nJN_JPEG/movie_image.jpg,제임스 카메론,샘 워싱턴|조 샐다나|시고니 위버,SF|모험|액션|전쟁,미국,166.0,20220921,12세 관람가,"인류의 마지막 희망, 행성 판도라!
이곳을 정복하기 위한 ‘아바타 프로젝트’가 시작된다!가까운 미래, 지구는 에너지 고갈 문제를 해결하기 위해 머나먼 행성 판도라에서 대체 자원을 채굴하기 시작한다. 하지만 판도라의 독성을 지닌 대기로 인해 자원 획득에 어려움을 겪게 된 인류는 판도라의 토착민 나비족(Na'vi)의 외형에 인간의 의식을 주입, 원격 조종이 가능한 새로운 생명체 ‘아바타’를 탄생시키는 프로그램을 개발한다.
 
 평범한 삶을 살아가던 전직 해병대원 제이크,
 우주의 미래가 걸린 거대한 운명이 그에게 찾아왔다!
 한편, 하반신이 마비된 전직 해병대원 ‘제이크 설리(샘 워싱턴)’는 ‘아바타 프로그램’에 참가할 것을 제안받아 판도라로 향한다. 그곳에서 자신의 ‘아바타’를 통해 자유롭게 걸을 수 있게 된 ‘제이크’는 자원 채굴을 막으려는 나비족(Na'vi)의 무리에 침투하라는 임무를 부여받는다. 임무 수행 중 나비족(Na'vi)의 여전사 ‘네이티리(조 샐다나)’를 만난 ‘제이크’는 그녀와 함께 다채로운 모험을 경험하면서 ‘네이티리’를 사랑하게 되고, 그들과 하나가 되어간다. 하지만 머지않아 전 우주의 운명을 결정짓는 대규모 전투가 시작되면서 ‘제이크’는 최후의 시험대에 오르게 되는데….
 
 
 행성 판도라와 지구의 피할 수 없는 전쟁!
 이 모든 운명을 손에 쥔 제이크의 선택은?",판도라|행성|시작|자원|나비,0,9.7,45,0
221038,스파이더맨: 노 웨이 홈 '펀버전',https://movie-phinf.pstatic.net/20220929_270/1664436536710yKiCF_JPEG/movie_image.jpg,존 왓츠,톰 홀랜드|젠데이아 콜먼|베네딕트 컴버배치,액션|모험|SF,미국,156.0,20221005,12세 관람가,"‘미스테리오’의 계략으로 세상에 정체가 탄로난 스파이더맨 ‘피터 파커’는
 하루 아침에 평범한 일상을 잃게 된다.
 문제를 해결하기 위해 ‘닥터 스트레인지’를 찾아가 도움을 청하지만
 뜻하지 않게 멀티버스가 열리면서 각기 다른 차원의 불청객들이 나타난다.
 ‘닥터 옥토퍼스’를 비롯해 스파이더맨에게 깊은 원한을 가진 숙적들의 강력한 공격에
 ‘피터 파커’는 사상 최악의 위기를 맞게 되는데…",스파이더맨|계략|세상|정체|탄로,0,9.2,41,0
221146,프레이 포 더 데블,https://movie-phinf.pstatic.net/20221216_273/1671165493326KGiWU_JPEG/movie_image.jpg,다니엘 스탬,재클린 바이어스|콜린 살몬|버지니아 매드슨,미스터리|공포,미국,93.0,20221207,15세 관람가,"과거의 트라우마로 
 여전히 고통받고 있는 수녀 앤 
 
 구마 의식 학교에서 특별한 재능을 
 인정받으며 남성 사제에게만 허용되었던 
 구마 의식 훈련을 받게 되고,
 
 그곳에서 만난 환자들을 통해 
 어릴 적부터 그녀를 괴롭혀 왔던 
 존재의 실체와 만나게 되는데...
 
 그것은 아직도 나를 원하고 있다!",구마|의식|과거|트라우마|고통,0,7.8,46,0
221147,슈퍼 마리오 브라더스,https://movie-phinf.pstatic.net/20221012_71/1665552096244FMRJs_JPEG/movie_image.jpg,아론 호바스,크리스 프랫|안야 테일러 조이|잭 블랙,애니메이션|모험|코미디,미국,100.46654501216545,20230503,정보없음,정보없음,정보없음,2,0.0,0,0
221218,라일 라일 크로커다일,https://movie-phinf.pstatic.net/20221223_271/1671756108812hwR84_JPEG/movie_image.jpg,조쉬 고든,하비에르 바르뎀|윈슬로우 페글리|숀 멘데스,가족|뮤지컬|드라마,미국,106.0,20230118,전체 관람가,"뉴욕을 음악에 홀릴 마법이 펼쳐진다!쇼맨 헥터(하비에르 바르뎀)는 어느 날 노래하는 악어 라일(숀 멘데스)을 발견하게 되고, 
 돈과 명예를 얻게 될 성공적인 무대를 꿈꾼다. 
 그러나 무대공포증에 있던 라일로 인해 무대는 실패하고 
 헥터는 라일을 홀로 도심에 남기고 떠난다. 
 
 한편, 뉴욕에 이사 온 프림 가족은 매일 밤 의문의 노랫소리로 신기한 경험을 하게 되고,
 그 놀라운 정체와 마주하게 되면서 인생이 바뀌게 되는데…",무대|뉴욕|헥터|라일|음악,1,6.5,0,0
